iteration,relative_residual,relative_energy_gap
0,1.0,1.0
1,0.8757712650241359,0.9903395869134299
2,0.6687767323314212,0.9875392238414965
3,0.6450267735835845,0.985598507931987
4,0.5507803034884622,0.9838332026648674
5,0.5228654879658549,0.9826454364110768
6,0.44773185643318886,0.9815068145457949
7,0.45146375355677487,0.980686647753514
8,0.42018667022376077,0.979748196980577
9,0.41348350630183134,0.9790200125086977
10,0.424527260451361,0.9782442759781714
11,0.45623037204839906,0.9773743406686435
12,0.46884234927312407,0.9764245365066062
13,0.46012978814471145,0.9754723558487279
14,0.5128307184125627,0.974441853003168
15,0.47651311531047535,0.9733136821121486
16,0.5019563812679398,0.9723174600000051
17,0.4940557596830043,0.9711483361819397
18,0.5013446340474389,0.9701055171966038
19,0.4651502518237303,0.9689883246182143
20,0.4860535800223922,0.968053453752116
21,0.46871835265322115,0.9669447202921403
22,0.5102752146146889,0.9659196747853909
23,0.4905345755642845,0.9647380871858563
24,0.4997681954524205,0.963683884877551
25,0.4730308690351883,0.9626420903370569
26,0.47356169095319345,0.9616507268028607
27,0.480455971661443,0.96068379776365
28,0.47311425871436763,0.9596590046892154
29,0.48053843941761776,0.9586398289356949
30,0.4668503932723006,0.9576653552973531
31,0.48443361172211924,0.9566291666156632
32,0.4824207368923104,0.9556107703211826
33,0.4893173379953065,0.9545168907706066
34,0.4843479451472532,0.9534817501806093
35,0.47855787483613027,0.9524017269583995
36,0.47830978224714255,0.951365453110605
37,0.47024385065645447,0.95040053443151
38,0.5025648556278525,0.9492707642902849
39,0.48791537924328043,0.948225352328744
40,0.48823327855116105,0.9471341693452204
41,0.5176967892231211,0.9460206241654741
42,0.46553325611544616,0.9449363111431368
43,0.47907687953592565,0.9439244352231144
44,0.45615683370120785,0.9429811353278793
45,0.45881694989248956,0.9420093924579662
46,0.45232161021981576,0.9411111441738527
47,0.458489791567932,0.9401620635643145
48,0.47579160806309023,0.9392059555993255
49,0.45555030290498005,0.938211461649045
50,0.4520629881521748,0.9373153255313419
51,0.45743034546831113,0.9364052227599035
52,0.4315317519031965,0.9354895085964052
53,0.4319545656687631,0.9347133282005798
54,0.44925017495930836,0.9338168028425106
55,0.4475666134351912,0.9329446023365489
56,0.44710091654778206,0.9320481034632822
57,0.4547318440306575,0.9311596748938373
58,0.4917260629605412,0.9301784846600644
59,0.5072779414635616,0.9290434804850527
60,0.5059600504202371,0.9279141841408628
61,0.5004822646008639,0.926774952961462
62,0.4664268145681387,0.925718430448171
63,0.4371842748493652,0.9248327065986769
64,0.4353064054866771,0.9239928831147288
65,0.4093382889063386,0.9231935994652339
66,0.41480540655020065,0.9224567653373371
67,0.41720013231586706,0.9216779897695251
68,0.4177846538659355,0.9208975033765955
