index,eigenvalue,jacobi_eigenvalue
1,9.06467590672586e-06,4.3039469016507895e-05
2,0.0003307643240539854,0.001588880236523211
3,0.00045571273003913065,0.0021602574531669723
4,0.0010849792057553613,0.005653874669774275
5,0.002740638973525535,0.01444252672529543
6,0.004014683910086904,0.018955568987118847
7,0.00535179445093599,0.027828478991213823
8,0.007469274779101904,0.0384936453866461
9,0.009297319188897374,0.04706147033931304
10,0.009927931955848818,0.049023215867251245
11,0.010206530496839493,0.06037821210020511
12,0.012337147917314434,0.06613610889661378
13,0.012912446218461071,0.0694686505052234
14,0.01398326507761316,0.07792830645957526
15,0.014859719156245847,0.08003507587294033
16,0.015347887854264594,0.08122113065609253
17,0.015512061977991907,0.08191110115993269
18,0.016466683523438656,0.08746723081961388
19,0.01864952742527971,0.09617724480232619
20,0.019040223610191663,0.10368233277349778
21,0.021503867045604683,0.11884571216935974
22,0.022291080983776728,0.11989141827141138
23,0.02328510636403721,0.1251099515071223
24,0.02402282478502251,0.12856711397627069
25,0.025558237439524283,0.13542890915712974
26,0.026517638616776706,0.15264536554935806
27,0.028704823062390663,0.1589496491011923
28,0.030634952280432014,0.16392260208301476
29,0.03227991981645712,0.17208736431285654
30,0.033410940188063155,0.184327101307195
31,0.03402862974253651,0.1854779636895479
32,0.0357793771692066,0.19312517410283167
33,0.036779131829779176,0.19993940470894472
34,0.03846458662592859,0.2134600795980599
35,0.03928373033127495,0.21594821614872764
36,0.040063195285697066,0.23053357779651057
37,0.043151057985840166,0.23172479568863583
38,0.04393229634226512,0.23651528417839873
39,0.04522202383279619,0.23808971823644481
40,0.04588612649883979,0.24344738913016506
41,0.0462125560774944,0.2517527013919005
42,0.0468465394914707,0.25724879492268493
43,0.04713864548025767,0.2624021338735148
44,0.04780958803104223,0.26366601898754943
45,0.04952260334037246,0.2736301446587946
46,0.04997019786096745,0.27639091206409877
47,0.05281135935080838,0.2882503261873943
48,0.05298545225870553,0.2910687509813039
49,0.05515228802606502,0.30409278651663646
50,0.055335572164833646,0.31908571861543505
51,0.05684117957512974,0.32561658860022924
52,0.059115800656825646,0.3276957625642734
53,0.05989896710758782,0.3289718790117778
54,0.06094021870957011,0.32969593812510395
55,0.06103705375185975,0.33124202484876436
56,0.06269123852826135,0.3423980163357401
57,0.06352954084571527,0.3511885459021217
58,0.06468677268592588,0.3652384418722501
59,0.0652329775882044,0.3671970267615936
60,0.06659402243998143,0.3744570644404892
61,0.06851513680251395,0.37455032423857004
62,0.07024066423664244,0.38952588240719277
63,0.07080247306373455,0.3911385414075686
64,0.07218569268548103,0.3947733868438078
65,0.0729888991911514,0.39605006591313063
66,0.0738533497171697,0.3983457742569561
67,0.0748200323166485,0.402553039501885
68,0.0752627875767996,0.40826345382228313
69,0.07610797357637111,0.4095491900617902
70,0.07846209057385446,0.4140799800179021
71,0.07892022602915369,0.41633508726996304
72,0.07928568744717472,0.42703016748832984
73,0.07977015907124484,0.4379680748925393
74,0.08065898830031973,0.4386203758703522
75,0.0816324621595719,0.44239794411721073
76,0.08242635555339578,0.4485865347494485
77,0.08322843510179403,0.4594883057322252
78,0.08382653834469983,0.4660667300448789
79,0.08423095839191486,0.470995805340683
80,0.08535698023060673,0.4747626571521382
81,0.08616879919966673,0.4764140820612344
82,0.0873889259271679,0.481578831440097
83,0.08811598645323468,0.49302807087304346
84,0.0886255684000456,0.4943723508200035
85,0.08981144069373603,0.5043893668237271
86,0.09024291944750121,0.512377914175398
87,0.09128553713281973,0.5129516062724444
88,0.0928406746957119,0.5197283677024362
89,0.09351768627460084,0.5257281580597302
90,0.0942701424257004,0.5262814308429813
91,0.09502839105030043,0.5375918489794743
92,0.09689047368411184,0.5397116473670374
93,0.09740658162301291,0.5431225696148919
94,0.09757454081185579,0.5474386496628519
95,0.09887104475982592,0.5534673278153696
96,0.09959215741899816,0.5558568256731828
97,0.09985484479008593,0.5598819122531393
98,0.10103122819905272,0.5646365961138597
99,0.10124005357424219,0.574816299536961
100,0.10251548718909566,0.57518766837916
101,0.10272407780779703,0.5818066852705599
102,0.10415297043261304,0.5849718224596304
103,0.10500471372811743,0.5864410010445739
104,0.10520354419015195,0.5887042551571291
105,0.10555705928274471,0.5951178869089517
106,0.10641138885826593,0.5956578765754241
